0,0,082091
1,0,053980
2,0,050685
3,0,049855
4,0,045141
5,0,045138
6,0,044902
7,0,047941
8,0,048673
9,0,046165
10,0,044490
11,0,045091
12,0,044842
13,0,051559
14,0,044801
15,0,045745
16,0,049656
17,0,050579
18,0,044945
19,0,050009
20,0,044830
21,0,044855
22,0,050741
23,0,043632
24,0,044748
25,0,045406
26,0,045091
27,0,044415
28,0,044874
29,0,046981
30,0,046855
31,0,043039
32,0,051255
33,0,046311
34,0,044990
35,0,043559
36,0,046447
37,0,043426
38,0,044596
39,0,045740
40,0,044331
41,0,047901
42,0,052340
43,0,044630
44,0,044845
45,0,047455
46,0,045930
47,0,060714
48,0,053060
49,0,044088
50,0,048103
51,0,049284
52,0,069731
53,0,044031
54,0,051964
55,0,044814
56,0,044463
57,0,044244
58,0,045276
59,0,049391
60,0,048663
61,0,048958
62,0,046583
63,0,081940
64,0,072435
65,0,046738
66,0,045230
67,0,045882
68,0,045621
69,0,049414
70,0,045065
71,0,044167
72,0,051266
73,0,044939
74,0,045599
75,0,044610
76,0,045184
77,0,044720
78,0,044364
79,0,045072
80,0,046501
81,0,045396
82,0,048169
83,0,046854
84,0,049158
85,0,050655
86,0,044977
87,0,044584
88,0,044745
89,0,046626
90,0,045728
91,0,045058
92,0,050693
93,0,045084
94,0,044119
95,0,046028
96,0,044803
97,0,045645
98,0,049019
99,0,044538
